"url","id","propertyLeaseId","name","street","block","propertyTypeName","propertyTypeCode","rentalTypeName","rentalTypeCode","bedroomNumberName","bedroomNumberCode","bathroomNumberName","bathroomNumberCode","roomTypeName","roomTypeCode","bathroomTypeName","bathroomTypeCode","price","ImageURL1","ImageURL2","ImageURL3","ImageURL4","ImageURL5","isLike","tags","subDistrictId","latitude","longitude","projectId","isRecommendAgent","date"
"https://property.nestia.com/rental/detail/108621","108621","108621","Kim Keat House","Kim Keat Road","60","Condo/Apt","2","Private room","2","1","2","1","1","Master room","1","Private","1","1100","https://d247uvop8vgmto.cloudfront.net/property/108621/large/108621_148812507936_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/108621/large/108621_148812508034_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/108621/large/108621_148812508092_0.jpg","","","False","No Agent Fee; Fully Furnished","44","1.325307","103.853817","1337","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/43600","43600","43600","Countryview","Sembawang Place","577G","Condo/Apt","2","Private room","2","1","2","1","1","Master room","1","Private","1","800","https://d247uvop8vgmto.cloudfront.net/property/43600/large/43600_149105537221_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/43600/large/43600_149105537125_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/43600/large/43600_14910553672_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/43600/large/43600_149105537018_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/43600/large/43600_149105537308_0.jpg","False","Fully Furnished","81","1.43826","103.824801","601","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/173923","173923","173923","Eastpoint Green","Simei Street 3","1","Condo/Apt","2","Private room","2","","","","","Master room","1","Private","1","1200","https://d247uvop8vgmto.cloudfront.net/property/173923/large/173923_1521134285625.jpg","https://d247uvop8vgmto.cloudfront.net/property/173923/large/173923_1521134287463.jpg","https://d247uvop8vgmto.cloudfront.net/property/173923/large/173923_1521134289532.jpg","https://d247uvop8vgmto.cloudfront.net/property/173923/large/173923_1521134291258.jpg","https://d247uvop8vgmto.cloudfront.net/property/173923/large/173923_1521134293602.jpg","False","Near MRT; Fully Furnished; Natural Sunlight","63","1.338994","103.951021","762","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/171125","171125","171125","Palm Isles","Flora Drive","32","Condo/Apt","2","Private room","2","1","2","2","2","Common room","2","Shared","2","850","https://d247uvop8vgmto.cloudfront.net/property/171125/large/171125_1520006400861.jpg","https://d247uvop8vgmto.cloudfront.net/property/171125/large/171125_1520006402152.jpg","","","","False","Fully Furnished","49","1.3568157986811782","103.96479623809819","1833","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/71045","71045","71045","Orchid Park Condominium","Yishun Street 81","81","Condo/Apt","2","Private room","2","1","2","1","1","Common room","2","Shared","2","650","https://d247uvop8vgmto.cloudfront.net/property/71045/large/71045_14690810948_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/71045/large/71045_146908109528_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/71045/large/71045_14690810959_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/71045/large/71045_14690810933_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/71045/large/71045_146908109144_0.jpg","False","Near MRT; Fully Furnished","34","1.413439","103.835257","1810","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/63070","63070","63070","9 Lorong 102 Changi","Lorong 102 Changi","9","House","3","Private room","2","3","4","1","1","Common room","2","Private","1","800","https://d247uvop8vgmto.cloudfront.net/property/63070/large/63070_146425241428_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/63070/large/63070_146425241358_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/63070/large/63070_146425241481_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/63070/large/63070_146425241546_0.jpg","","False","Near MRT; Fully Furnished","24","1.315914","103.90094","15773","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/151591","151591","151591","Elias Terrace","Elias Terrace","5","House","3","Private room","2","2","3","1","1","Master room","1","Private","1","1000","https://d247uvop8vgmto.cloudfront.net/property/151591/large/151591_1509436001866.jpg","https://d247uvop8vgmto.cloudfront.net/property/151591/large/151591_1509436001518.jpg","https://d247uvop8vgmto.cloudfront.net/property/151591/large/151591_1509436002177.jpg","https://d247uvop8vgmto.cloudfront.net/property/151591/large/151591_1509436002461.jpg","","False","Fully Furnished","48","1.372419","103.940867","3372","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/133064","133064","133064","Cashew Park Condo","Cashew Road","70","Condo/Apt","2","Private room","2","2","3","1","1","Common room","2","Shared","2","800","https://d247uvop8vgmto.cloudfront.net/property/133064/large/133064_14998486629_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/133064/large/133064_149984866633_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/133064/large/133064_149984866682_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/133064/large/133064_149984866986_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/133064/large/133064_149984867038_0.jpg","False","Near MRT; Fully Furnished","14","1.3713709","103.767659","407","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/129609","129609","129609","6 Rambutan Road","Rambutan Road","4","House","3","Private room","2","1","2","1","1","Master room","1","Private","1","1000","https://d247uvop8vgmto.cloudfront.net/property/129609/large/129609_149786430853_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/129609/large/129609_149786430898_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/129609/large/129609_149953000012_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/129609/large/129609_149953000073_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/129609/large/129609_149952999958_0.jpg","False","Fully Furnished","24","1.313895","103.904765","16045","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/151590","151590","151590","Elias Terrace","Elias Terrace","5","House","3","Private room","2","2","3","1","1","Common room","2","Shared","2","800","https://d247uvop8vgmto.cloudfront.net/property/151590/large/151590_1509435929624.jpg","https://d247uvop8vgmto.cloudfront.net/property/151590/large/151590_1509435929355.jpg","https://d247uvop8vgmto.cloudfront.net/property/151590/large/151590_1509435929889.jpg","https://d247uvop8vgmto.cloudfront.net/property/151590/large/151590_1509435930171.jpg","","False","Fully Furnished","48","1.372419","103.940867","3372","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/141561","141561","141561","Fudu Park","Lentor Grove","1","House","3","Private room","2","1","2","1","1","Common room","2","Shared","2","950","https://d247uvop8vgmto.cloudfront.net/property/141561/large/141561_1504685467312.jpg","https://d247uvop8vgmto.cloudfront.net/property/141561/large/141561_1504685469133.jpg","https://d247uvop8vgmto.cloudfront.net/property/141561/large/141561_1504685467658.jpg","https://d247uvop8vgmto.cloudfront.net/property/141561/large/141561_1504685468103.jpg","https://d247uvop8vgmto.cloudfront.net/property/141561/large/141561_1504685468606.jpg","False","Fully Furnished","80","1.387603","103.837457","945","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/164532","164532","164532","Orchid Park Condominium","Yishun Street 81","81","Condo/Apt","2","Private room","2","1","2","1","1","Common room","2","Shared","2","750","https://d247uvop8vgmto.cloudfront.net/property/164532/large/164532_1516553281176.jpg","https://d247uvop8vgmto.cloudfront.net/property/164532/large/164532_1516553290594.jpg","https://d247uvop8vgmto.cloudfront.net/property/164532/large/164532_1516553299894.jpg","https://d247uvop8vgmto.cloudfront.net/property/164532/large/164532_1516553309896.jpg","https://d247uvop8vgmto.cloudfront.net/property/164532/large/164532_1516553318840.jpg","False","Near MRT; Fully Furnished","34","1.4130528793898165","103.83561641600795","1810","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/133067","133067","133067","Cashew Park Condo","Cashew Road","66","Condo/Apt","2","Private room","2","2","3","1","1","Common room","2","Shared","2","800","https://d247uvop8vgmto.cloudfront.net/property/133067/large/133067_149984898967_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/133067/large/133067_14998489901_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/133067/large/133067_149984899057_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/133067/large/133067_149984899095_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/133067/large/133067_149984899145_0.jpg","False","Near MRT; Fully Furnished","14","1.3713709","103.767659","407","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/166865","166865","166865","121 Pasir Ris Grove","Pasir Ris Grove","121","Condo/Apt","2","Private room","2","1","2","2","2","Master room","1","Private","1","1000","https://d247uvop8vgmto.cloudfront.net/property/166865/large/166865_1519625915390.jpg","https://d247uvop8vgmto.cloudfront.net/property/166865/large/166865_1519625915921.jpg","https://d247uvop8vgmto.cloudfront.net/property/166865/large/166865_1519625916603.jpg","https://d247uvop8vgmto.cloudfront.net/property/166865/large/166865_1519625917156.jpg","https://d247uvop8vgmto.cloudfront.net/property/166865/large/166865_1519625917746.jpg","False","Near MRT; Fully Furnished","48","1.3712795","103.945043","2768","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/154154","154154","154154","115 Pasir Ris Grove","Pasir Ris Grove","115","Condo/Apt","2","Private room","2","1","2","3","3","Master room","1","Private","1","1000","https://d247uvop8vgmto.cloudfront.net/property/154154/large/154154_1510734750625_mark1522550516649094.jpg","https://d247uvop8vgmto.cloudfront.net/property/154154/large/154154_1510734751542_mark1522550516789738.jpg","https://d247uvop8vgmto.cloudfront.net/property/154154/large/154154_1510734752713_mark1522550516956469.jpg","https://d247uvop8vgmto.cloudfront.net/property/154154/large/154154_1510734754173_mark1522550517114858.jpg","https://d247uvop8vgmto.cloudfront.net/property/154154/large/154154_1510734757064_mark1522550517400993.jpg","False","Near MRT; Fully Furnished","48","1.3712795","103.945043","2768","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/52814","52814","52814","Chwee Chian View","Chwee Chian View","2","House","3","Private room","2","1","2","1","1","Master room","1","Private","1","1680","https://d247uvop8vgmto.cloudfront.net/property/52814/large/52814_149691052544_0_mark1522927159632976.jpg","https://d247uvop8vgmto.cloudfront.net/property/52814/large/52814_149691052598_0_mark1522927159840782.jpg","https://d247uvop8vgmto.cloudfront.net/property/52814/large/52814_149691052499_0_mark1522927159450405.jpg","https://d247uvop8vgmto.cloudfront.net/property/52814/large/52814_149691052455_0_mark1522927159239437.jpg","https://d247uvop8vgmto.cloudfront.net/property/52814/large/52814_149691052649_0_mark1522927160166121.jpg","False","No Agent Fee; Near MRT; Fully Furnished","47","1.2797572","103.7886685","534","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/115135","115135","115135","D'Manor","Tanah Merah Kechil Avenue","339","House","3","Private room","2","1","2","1","1","Master room","1","Private","1","1380","https://d247uvop8vgmto.cloudfront.net/property/115135/large/115135_149226245636_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/115135/large/115135_149226245537_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/115135/large/115135_149095204806_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/115135/large/115135_149226245397_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/115135/large/115135_149095205569_0.jpg","False","No Agent Fee; Near MRT; Fully Furnished; Natural Sunlight","7","1.329374","103.946331","677","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/115128","115128","115128","East View Gardens","Meragi Road","22A","House","3","Private room","2","1","2","4+","4","Common room","2","Shared","2","900","https://d247uvop8vgmto.cloudfront.net/property/115128/large/115128_149095088938_0_mark1522926433017774.jpg","https://d247uvop8vgmto.cloudfront.net/property/115128/large/115128_149095089018_0_mark1522926433175598.jpg","https://d247uvop8vgmto.cloudfront.net/property/115128/large/115128_149095089085_0_mark1522926433414411.jpg","https://d247uvop8vgmto.cloudfront.net/property/115128/large/115128_149095095251_0_mark1522926433754308.jpg","https://d247uvop8vgmto.cloudfront.net/property/115128/large/115128_149095095736_0_mark1522926434279334.jpg","False","No Agent Fee; Fully Furnished","63","1.3450837","103.9608959","16003","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/82425","82425","82425","6 Frankel Ave","Frankel Ave","6","House","3","Private room","2","1","2","1","1","Master room","1","Private","1","800","https://d247uvop8vgmto.cloudfront.net/property/82425/large/82425_147379210669_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/82425/large/82425_14737921063_0.jpg","","","","False","No Agent Fee; Near MRT; Fully Furnished","43","1.317748","103.914855","15305","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/167295","167295","167295","4 Lorong 104 Changi","Lorong 104 Changi","4","House","3","Private room","2","","","","","Common room","2","Shared","2","700","https://d247uvop8vgmto.cloudfront.net/property/167295/large/167295_1518016140936.jpg","https://d247uvop8vgmto.cloudfront.net/property/167295/large/167295_1518016161076.jpg","https://d247uvop8vgmto.cloudfront.net/property/167295/large/167295_1518016133723.jpg","https://d247uvop8vgmto.cloudfront.net/property/167295/large/167295_1518016139098.jpg","https://d247uvop8vgmto.cloudfront.net/property/167295/large/167295_1518016132055.jpg","False","No Agent Fee; Near MRT; Fully Furnished; Natural Sunlight","24","1.316564","103.901981","15770","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/178970","178970","178970","Riverbank @ Fernvale","Fernvale Close","17","Condo/Apt","2","Private room","2","","","","","Common room","2","Shared","2","750","https://d247uvop8vgmto.cloudfront.net/property/178970/large/178970_1523102134131_mark1523102296594097.jpg","https://d247uvop8vgmto.cloudfront.net/property/178970/large/178970_1523102132256_mark1523102296033291.jpg","https://d247uvop8vgmto.cloudfront.net/property/178970/large/178970_1523102131858_mark1523102295849344.jpg","https://d247uvop8vgmto.cloudfront.net/property/178970/large/178970_1523102132993_mark1523102296137969.jpg","https://d247uvop8vgmto.cloudfront.net/property/178970/large/178970_1523102133466_mark1523102296404186.jpg","False","No Agent Fee; Near MRT; Fully Furnished; Natural Sunlight","56","1.394725","103.881778","2085","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/167762","167762","167762","436 Race Course Road","Race Course Road ","436","House","3","Private room","2","1","2","1","1","Common room","2","Shared","2","800","https://d247uvop8vgmto.cloudfront.net/property/167762/large/167762_1518227994125.jpg","https://d247uvop8vgmto.cloudfront.net/property/167762/large/167762_1518227994438.jpg","https://d247uvop8vgmto.cloudfront.net/property/167762/large/167762_1518227994431.jpg","https://d247uvop8vgmto.cloudfront.net/property/167762/large/167762_1518227994690.jpg","https://d247uvop8vgmto.cloudfront.net/property/167762/large/167762_1518227994885.jpg","False","Near MRT; Fully Furnished","32","1.315801","103.857954","16743","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/167763","167763","167763","436 Race Course Road","Race Course Road","436","House","3","Private room","2","1","2","1","1","Common room","2","Shared","2","1200","https://d247uvop8vgmto.cloudfront.net/property/167763/large/167763_1518228192550.jpg","https://d247uvop8vgmto.cloudfront.net/property/167763/large/167763_1518228193666.jpg","https://d247uvop8vgmto.cloudfront.net/property/167763/large/167763_1518228193207.jpg","https://d247uvop8vgmto.cloudfront.net/property/167763/large/167763_1518228193116.jpg","https://d247uvop8vgmto.cloudfront.net/property/167763/large/167763_1518228193180.jpg","False","Near MRT; Fully Furnished; Natural Sunlight","32","1.315801","103.857954","16743","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/71445","71445","71445","123 Kim Tian Road","Kim Tian Road","123","Condo/Apt","2","Private room","2","1","2","1","1","Master room","1","Private","1","700","https://d247uvop8vgmto.cloudfront.net/property/71445/large/71445_146873647581.jpg","https://d247uvop8vgmto.cloudfront.net/property/71445/large/71445_146873646694.jpg","https://d247uvop8vgmto.cloudfront.net/property/71445/large/71445_146873647222.jpg","https://d247uvop8vgmto.cloudfront.net/property/71445/large/71445_14683909862_0.jpg","https://d247uvop8vgmto.cloudfront.net/property/71445/large/71445_148801890074.jpg","False","Near MRT; Fully Furnished","72","1.283676","103.828952","4533","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/117728","117728","117728","Hillview Heights","Hillview Height","29","Condo/Apt","2","Private room","2","1","2","1","1","Common room","2","Shared","2","850","https://d247uvop8vgmto.cloudfront.net/property/117728/large/117728_149216781121_mark1522752947532217.jpg","https://d247uvop8vgmto.cloudfront.net/property/117728/large/117728_149216781302_mark1522752947704499.jpg","https://d247uvop8vgmto.cloudfront.net/property/117728/large/117728_149216781364_mark1522752947870084.jpg","https://d247uvop8vgmto.cloudfront.net/property/117728/large/117728_149195829755_mark1522752946816385.jpg","https://d247uvop8vgmto.cloudfront.net/property/117728/large/117728_14919582983_mark1522752946949274.jpg","False","Near MRT; Fully Furnished","13","1.360759","103.765297","1156","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/180207","180207","180207","Hillview Heights","Hillview Avenue","27","Condo/Apt","2","Private room","2","1","2","2","2","Master room","1","Private","1","850","https://d247uvop8vgmto.cloudfront.net/property/180207/large/180207_1523570760431.jpg","https://d247uvop8vgmto.cloudfront.net/property/180207/large/180207_1523570760782.jpg","https://d247uvop8vgmto.cloudfront.net/property/180207/large/180207_1523570761203.jpg","https://d247uvop8vgmto.cloudfront.net/property/180207/large/180207_1523570761663.jpg","","False","Near MRT; Fully Furnished","13","1.360759","103.765297","1156","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/156305","156305","156305","Orchid Park Condominium","Yishun Street 81","81","Condo/Apt","2","Private room","2","","","","","Master room","1","Private","1","1000","https://d247uvop8vgmto.cloudfront.net/property/156305/large/156305_1511842730467.jpg","https://d247uvop8vgmto.cloudfront.net/property/156305/large/156305_1511842732064.jpg","https://d247uvop8vgmto.cloudfront.net/property/156305/large/156305_1511842733753.jpg","","","False","No Agent Fee; Near MRT; Fully Furnished","34","1.4130528793898165","103.83561641600795","1810","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/168187","168187","168187","The Panorama","Ang Mo Kio Avenue 2","8","Condo/Apt","2","Private room","2","1","2","1","1","Common room","2","Private","1","1200","https://d247uvop8vgmto.cloudfront.net/property/168187/large/168187_1518601869525.jpg","https://d247uvop8vgmto.cloudfront.net/property/168187/large/168187_1518601869134.jpg","https://d247uvop8vgmto.cloudfront.net/property/168187/large/168187_1518601869674.jpg","https://d247uvop8vgmto.cloudfront.net/property/168187/large/168187_1518601869112.jpg","https://d247uvop8vgmto.cloudfront.net/property/168187/large/168187_1518601868968.jpg","False","No Agent Fee","5","1.375739","103.83459","2770","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/174550","174550","174550","D'leedon","Leedon Heights","11","Condo/Apt","2","Private room","2","1","2","1","1","Master room","1","Private","1","2200","https://d247uvop8vgmto.cloudfront.net/property/174550/large/174550_1521376455255_mark1523701049645962.jpg","https://d247uvop8vgmto.cloudfront.net/property/174550/large/174550_1521376452920_mark1523701049764664.jpg","https://d247uvop8vgmto.cloudfront.net/property/174550/large/174550_1521376453947_mark1523701049883479.jpg","https://d247uvop8vgmto.cloudfront.net/property/174550/large/174550_1521376453437_mark1523701050046895.jpg","https://d247uvop8vgmto.cloudfront.net/property/174550/large/174550_1521376454585_mark1523701050181164.jpg","False","No Agent Fee; Near MRT; Fully Furnished; Natural Sunlight","27","1.3148958936766173","103.80363160132754","674","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/166424","166424","166424","Foresque Residences","Petir Road","109","Condo/Apt","2","Private room","2","3","4","2","2","Common room","2","Shared","2","1000","https://d247uvop8vgmto.cloudfront.net/property/166424/large/166424_1517471357542.jpg","https://d247uvop8vgmto.cloudfront.net/property/166424/large/166424_1517471245448.jpg","https://d247uvop8vgmto.cloudfront.net/property/166424/large/166424_1517471250778.jpg","https://d247uvop8vgmto.cloudfront.net/property/166424/large/166424_1517471360461.jpg","https://d247uvop8vgmto.cloudfront.net/property/166424/large/166424_1517471298959.jpg","False","No Agent Fee; Fully Furnished; Natural Sunlight","14","1.3686460855256177","103.77592938650821","923","False","18/04/2018 17:02:15"
"https://property.nestia.com/rental/detail/178029","178029","178029","481 Yio Chu Kang Road","Yio Chu Kang Road","481","Condo/Apt","2","Private room","2","1","2","1","1","Master room","1","Private","1","1100","https://d247uvop8vgmto.cloudfront.net/property/178029/large/178029_1522888441198.jpg","https://d247uvop8vgmto.cloudfront.net/property/178029/large/178029_1522888442806.jpg","https://d247uvop8vgmto.cloudfront.net/property/178029/large/178029_1522888442097.jpg","https://d247uvop8vgmto.cloudfront.net/property/178029/large/178029_1522888440610.jpg","https://d247uvop8vgmto.cloudfront.net/property/178029/large/178029_1522888443281.jpg","False","Near MRT; Fully Furnished","80","1.386957","103.841101","412","False","18/04/2018 17:02:15"
